"","X","Quadrant","Teilquadrant","Ortsnummer","Ortsbuchstaben","Ortsname","Kreis","Land","I","II","III","IV","X12","RES_1st_run","Ortsname_old","Stadt.oder.Gemeinde.oder.Landkreis","x","y","res"
"240",12,"111",4,14,"cl","Neudorf","der Twiste","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"241",56,"111",23,1,"a","Sachsenhausen","der Eder","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"242",60,"111",23,24,"du","Bergheim","der Eder","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"243",67,"111",27,12,"a","Neukirchen","des Eisenbergs","Hessen-Nassau","j","j",NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"244",78,"111",29,14,"c","Bad Wildungen","der Eder","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"245",90,"111",34,1,"do","Geismar","Frankenberg","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"246",102,"112",1,14,"bl","Udenhausen","Hofgeismar","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"247",104,"112",2,22,"cl","Holzhausen","Hofgeismar","Hessen-Nassau","j","j",NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"248",140,"112",6,22,"cr","Steinbach","Worbis","Pr. Sachsen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"249",154,"112",10,7,"du","Berge","Witzenhausen","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"250",174,"112",14,17,"cl","Krumbach","Kassel","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"251",189,"112",17,16,"bo","Asbach","Witzenhausen","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"252",226,"112",27,8,"cr","Weidelbach","Melsungen","Hessen-Nassau","j",NA,NA,NA,NA,"multiple entires detected","","",999,999,"multiple entires detected"
"253",257,"112",35,13,"ar","Holzhausen","Eschwege","Hessen-Nassau",NA,"j","j",NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"254",262,"112",36,11,"cr","Willershausen","Eschwege","Hessen-Nassau",NA,"j","j",NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"255",281,"124",28,14,"d","Schönberg","Oberwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"256",296,"124",30,24,"a","Holzhausen","Wetzlar","Hessen-Nassau",NA,NA,"j",NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"257",315,"124",36,15,"c","Stockhausen","Wetzlar","Hessen-Nassau","j","j","j",NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"258",317,"124",36,24,"ao","Selters","Oberlahnkreis","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"259",318,"125",1,11,"a","Holzhausen","Wittgenstein","Westfalen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"260",323,"125",2,13,"ao","Eifa","Biedenkopf","Hessen-Nassau",NA,"j",NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"261",326,"125",3,22,"ac","Todenhausen","Marburg","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"262",335,"125",5,18,"du","Sachsenhausen","Ziegenhain","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"263",351,"125",10,6,"b","Schwarzenborn","Marburg","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"264",358,"125",11,21,"cr","Allendorf","Marburg","Hessen-Nassau",NA,NA,"j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"265",360,"125",12,17,"cr","Merzhausen","Ziegenhain","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"266",361,"125",13,7,"cd","Hirzenhain","Dillkreis","Hessen-Nassau",NA,NA,"j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"267",365,"125",13,23,"c","Oberndorf","Dillkreis","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"268",368,"125",14,22,"au","Weidenhausen","Biedenkopf","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"269",370,"125",14,25,"co","Willershausen","Marburg","Hessen-Nassau",NA,"j",NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"270",380,"125",16,23,"ao","Mardorf","Marburg","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"271",383,"125",17,9,"bu","Wahlen","Alsfeld","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"272",401,"125",21,7,"b","Roth","Marburg","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"273",406,"125",21,22,"ab","Odenhausen","Wetzlar","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"274",408,"125",22,4,"c","Haarhausen","Alsfeld","Hessen","j",NA,NA,NA,NA,"multiple entires detected","","",999,999,"multiple entires detected"
"275",420,"125",24,6,"b","Zell","Alsfeld","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"276",430,"125",26,13,"ac","Bieber","Wetzlar","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"277",441,"125",27,15,"ar","Beuern","Gießen","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"278",444,"125",27,18,"cu","Rödgen","Gießen","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"279",448,"125",28,2,"bl","Odenhausen","Gießen","Hessen","j","j",NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"280",481,"125",32,9,"cu","Allendorf","Gießen","Hessen","j",NA,NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"281",488,"125",33,9,"cu","Steinbach","Gießen","Hessen","j",NA,NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"282",498,"125",34,8,"c","Münster","Gießen","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"283",502,"125",34,15,"ac","Laubach","Schotten","Hessen",NA,"j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"284",506,"125",35,8,"b","Altenhain","Schotten","Hessen","j","j","j",NA,NA,"multiple entires detected","","",999,999,"multiple entires detected"
"285",521,"126",2,22,"bo","Mühlbach","Fritzlar-Homberg","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"286",526,"126",4,8,"c","Machtlos","Rotenburg","Hessen-Nassau",NA,NA,"j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"287",542,"126",7,21,"do","Nausis","Ziegenhain","Hessen-Nassau","j","j","j",NA,NA,"multiple entires detected","","",999,999,"multiple entires detected"
"288",562,"126",13,10,"c","Machtlos","Ziegenhain","Hessen-Nassau","j","j","j",NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"289",570,"126",15,16,"d","Neukirchen","Hünfeld","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"290",585,"126",19,1,"ao","Eifa","Alsfeld","Hessen","j",NA,NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"291",588,"126",20,8,"a","Rimbach","Lauterbach","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"292",621,"126",27,12,"cd","Marbach","Fulda","Hessen-Nassau",NA,"j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"293",627,"126",29,5,"cl","Fischbach","Eisenach","Thüringen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"294",630,"126",29,11,"ab","Wendershausen","Fulda","Hessen-Nassau",NA,"j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"295",635,"126",29,21,"bu","Simmershausen","Fulda","Hessen-Nassau",NA,"j",NA,NA,NA,"multiple entires detected","","",999,999,"multiple entires detected"
"296",644,"126",31,9,"ao","Stockhausen","Lauterbach","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"297",664,"126",35,24,"dl","Hausen","BA. Mellrichststadt","RegBez. Unterfranken (Bayern)",NA,"j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"298",683,"138",5,8,"bd","Steinbach","Limburg","Hessen-Nassau","j","j",NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"299",749,"138",24,22,"co","Neuhof","Untertaunuskreis","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"300",767,"138",29,16,"do","Fischbach","Untertaunuskreis","Hessen-Nassau","j",NA,NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"301",803,"139",2,24,"cr","Hausen","Friedberg","Hessen",NA,"j",NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"302",806,"139",3,8,"bl","Eberstadt","Gießen","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"303",821,"139",4,18,"ad","Steinheim","Gießen","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"304",825,"139",5,8,"c","Rainrod","Schotten","Hessen",NA,"j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"305",830,"139",5,24,"d","Glashütten","Schotten","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"306",839,"139",7,21,"ac","Hasselbach","Limburg","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"307",846,"139",9,1,"cl","Ostheim","Friedberg","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"308",850,"139",9,18,"bo","Rödgen","Friedberg","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"309",853,"139",9,24,"ar","Dorheim","Friedberg","Hessen","j","j","j",NA,NA,"multiple entires detected","","",999,999,"multiple entires detected"
"310",858,"139",10,12,"cu","Heuchelheim","Büdingen","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"311",866,"139",11,2,"d","Fauerbach","Büdingen","Hessen","j","j","j",NA,NA,"multiple entires detected","","",999,999,"multiple entires detected"
"312",867,"139",11,5,"a","Steinberg","Schotten","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"313",872,"139",11,22,"cl","Selters","Büdingen","Hessen","j",NA,NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"314",873,"139",11,23,"ab","Bergheim","Büdingen","Hessen","j",NA,NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"315",886,"139",13,17,"co","Reichenbach","Usingen","Hessen-Nassau","j","j","j",NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"316",896,"139",15,21,"c","Holzhausen","Friedberg","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"317",900,"139",16,9,"cr","Rodenbach","Büdingen","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"318",908,"139",17,1,"ad","Stockheim","Büdingen","Hessen",NA,"j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"319",937,"139",21,8,"a","Kloppenheim","Friedberg","Hessen","j","j","j",NA,NA,"multiple entires detected","","",999,999,"multiple entires detected"
"320",941,"139",21,17,"dl","Massenheim","Friedberg","Hessen","j",NA,NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"321",943,"139",21,19,"ac","Gronau","Hanau","Hessen-Nassau","j",NA,NA,NA,NA,"multiple entires detected","","",999,999,"multiple entires detected"
"322",959,"139",25,3,"cd","Fischbach","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"323",964,"139",25,16,"c","Medenbach","Main-Taunuskreis","Hessen-Nassau","j","j","j",NA,NA,"multiple entires detected","","",999,999,"multiple entires detected"
"324",969,"139",27,4,"dr","Bischofsheim","Hanau","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"325",981,"139",30,5,"ad","Bieber","Gelnhausen","Hessen-Nassau","j",NA,NA,"j",NA,"multiple entires detected","","",999,999,"not an unique name"
"326",988,"139",31,12,"dl","Massenheim","Main-Taunuskreis","Hessen-Nassau",NA,"j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"327",997,"139",34,4,"al","Hainstadt","Offenbach","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"328",1013,"140",1,4,"co","Jossa","Fulda","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"329",1027,"140",7,1,"d","Radmühl","Lauterbach","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"330",1050,"140",20,3,"dl","Jossa","Schlüchtern","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"331",1072,"151",4,18,"co","Hergershausen","Dieburg","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"332",1073,"151",4,21,"b","Münster","Dieburg","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"333",1083,"151",7,15,"a","Dornheim","Groß Gerau","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"334",1096,"151",10,4,"br","Schlierbach","Dieburg","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"335",1105,"151",10,24,"bu","Heubach","Dieburg","Hessen","j","j","j",NA,NA,"multiple entires detected","","",999,999,"multiple entires detected"
"336",1112,"151",11,22,"cu","Hainstadt","Erbach","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"337",1121,"151",14,5,"c","Eberstadt","Darmstadt","Hessen",NA,"j","j",NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"338",1133,"151",15,13,"bo","Rohrbach","Dieburg","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"339",1141,"151",16,10,"cu","Höchst","Erbach","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"340",1172,"151",21,11,"b","Reichenbach","Bensheim","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"341",1177,"151",21,18,"du","Schlierbach","Bensheim","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name"
"342",1204,"151",27,6,"c","Erbach","Heppenheim","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"343",1226,"151",29,14,"cl","Breitenbach","BA. Miltenberg","RegBez. Unterfranken (Bayern)",NA,NA,"j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected"
"344",1227,"151",29,17,"au","Bullau","Erbach","Hessen","j","j","j",NA,NA,"multiple entires detected","","",999,999,"multiple entires detected"
"345",1263,"151",36,13,"al","Steinbach","AB. Buchen","Baden","j",NA,NA,NA,NA,"multiple entires detected","","",999,999,"not an unique name"
"346",1264,"151",36,15,"ad","Hainstadt","AB. Buchen","Baden","j",NA,NA,"j",NA,"multiple entires detected","","",999,999,"not an unique name"
"416",131,"112",6,1,"a","Nesselröden","Duderstadt","Hannover","j","j","j","j",NA,"detected","","",999,999,"not an unique name"
"472",258,"112",35,19,"al","Nesselröden","Eschwege","Hessen-Nassau",NA,NA,NA,"j",NA,"detected","","",999,999,"not an unique name"
"480",280,"124",28,12,"b","Büdingen","Oberwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",999,999,"not an unique name"
"483",291,"124",30,3,"d","Hirschberg","Dillkreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",999,999,"not an unique name"
"495",321,"125",1,24,"br","Wallau","Biedenkopf","Hessen-Nassau","j","j","j","j",NA,"detected","","",999,999,"not an unique name"
"499",328,"125",4,9,"d","Gemünden","Frankenberg","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",999,999,"not an unique name"
"506",336,"125",6,3,"d","Neuenhain","Fritzlar-Homberg","Hessen-Nassau","j","j","j","j",NA,"detected","","",999,999,"not an unique name"
"563",415,"125",23,14,"co","Ehringshausen","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",999,999,"not an unique name"
"571",428,"125",25,17,"cd","Ehringshausen","Wetzlar","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",999,999,"not an unique name"
"583",447,"125",28,1,"au","Allertshausen","Gießen","Hessen","j","j",NA,NA,NA,"detected","","",999,999,"not an unique name"
"659",569,"126",15,11,"cu","Holzheim","Hersfeld","Hessen-Nassau","j","j","j",NA,NA,"detected","","",999,999,"not an unique name"
"709",684,"138",5,14,"ad","Obertiefenbach","Oberlahnkreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",999,999,"not an unique name"
"716",691,"138",6,22,"du","Seelbach","Oberlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",999,999,"not an unique name"
"717",700,"138",10,13,"ab","Hirschberg","Unterlahnkreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",999,999,"not an unique name"
"720",707,"138",11,17,"c","Holzheim","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",999,999,"not an unique name"
"724",719,"138",16,7,"ac","Seelbach","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",999,999,"not an unique name"
"730",738,"138",22,2,"ad","Obertiefenbach","St. Goarshausen","Hessen-Nassau","j","j","j",NA,NA,"detected","","",999,999,"not an unique name"
"765",804,"139",3,2,"cd","Holzheim","Gießen","Hessen","j","j","j","j",NA,"detected","","",999,999,"not an unique name"
"788",838,"139",7,18,"ac","Gemünden","Usingen","Hessen-Nassau","j","j","j","j",NA,"detected","","",999,999,"not an unique name"
"836",915,"139",17,14,"cl","Büdingen","Büdingen","Hessen","j","j","j","j",NA,"detected","","",999,999,"not an unique name"
"869",960,"139",25,5,"cd","Neuenhain","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",999,999,"not an unique name"
"873",965,"139",25,24,"cl","Hofheim","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",999,999,"not an unique name"
"880",986,"139",31,7,"al","Wallau","Main-Taunuskreis","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",999,999,"not an unique name"
"968",1150,"151",17,10,"c","Erlenbach","BA. Obernburg","RegBez. Unterfranken (Bayern)","j","j","j",NA,NA,"detected","","",999,999,"not an unique name"
"981",1169,"151",21,2,"ar","Allertshausen","Dieburg","Hessen","j","j","j",NA,NA,"detected","","",999,999,"not an unique name"
"996",1197,"151",25,3,"co","Hofheim","Bensheim","Hessen","j","j","j","j",NA,"detected","","",999,999,"not an unique name"
"1011",1225,"151",29,6,"ab","Erlenbach","Erbach","Hessen","j","j","j","j",NA,"detected","","",999,999,"not an unique name"
